Timestamp,Have you ever worked remotely (Please exit if No),Age,Gender,Job_Role,Industry,Years_Experience,Work_Location,Hours_Per_Week,Virtual_Meetings_per_week,Work_Life_Balance,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resource,Productivity_Change_Rating,Social_Isolation_Rating,Satisfaction_Level,Company_Support_Rating,Sleep_Quality_Rating,Region
04/02/2025 16:20,Yes,30 - 39,Female,IT Support ,Manufacturing,1-3 years,Hybrid,30-39,20-29,One,High,Bipolar Disorder,No,No Change,Two,Very Satisfied,Four,Poor,Oceania
27/01/2025 05:45,Yes,60+,Male,Devops Engineer ,Oil & Gas,7-10 years,Hybrid,30-39,20-29,Three,Low,Depression,No,Decrease,Four,Neutral,Four,Poor,North America
03/02/2025 05:45,Yes,50 - 59,Non-Binary,HR,Technology ,7-10 years,On-site,50+,20-29,Four,Low,Depression,Yes,Increase,Two,Dissatisfied,Three,Poor,Oceania
02/02/2025 15:55,Yes,50 - 59,Prefer not to say,Designer,Legal ,7-10 years,Hybrid,40-49,0-9,One,Low,Bipolar Disorder,No,Decrease,Five,Very Satisfied,Five,Poor,Europe
03/02/2025 02:20,Yes,60+,Non-Binary,Financial Analyst,Gaming,More than 10 years,Remote,50+,30+,Five,Medium,Depression,Yes,Increase,One,Neutral,Three,Average,Oceania
14/02/2025 13:36,Yes,60+,Non-Binary,Financial Analyst,Publishing ,4-6 years,Remote,30-39,20-29,One,High,None,Yes,No Change,Five,Satisfied,Two,Average,Europe
08/02/2025 07:49,Yes,60+,Non-Binary,Customer Service ,Education,4-6 years,Remote,50+,30+,One,Medium,Depression,Yes,Decrease,Five,Very Satisfied,Two,Excellent,Asia
01/01/2025 14:41,Yes,30 - 39,Female,Customer Service ,NGO,4-6 years,Hybrid,30-39,Oct-19,Four,Low,Bipolar Disorder,No,No Change,One,Very Satisfied,Four,Average,Oceania
03/01/2025 17:12,Yes,20 - 29,Male,Teacher ,Human Services,1-3 years,On-site,50+,20-29,One,High,Bipolar Disorder,Yes,Decrease,Two,Satisfied,Three,Average,Asia
05/01/2025 06:26,Yes,40 - 49,Prefer not to say,Virtual Assistant ,Human Services,4-6 years,On-site,40-49,0-9,Two,High,Depression,Yes,No Change,Three,Very Satisfied,One,Excellent,North America
15/02/2025 09:17,Yes,20 - 29,Female,IT Support ,Hotel Operations ,7-10 years,On-site,50+,Oct-19,Three,High,Anxiety,Yes,Decrease,Three,Neutral,Five,Poor,South America
01/01/2025 01:25,Yes,30 - 39,Female,HSE Officer ,Oil & Gas,4-6 years,On-site,50+,Oct-19,Five,High,None,No,No Change,Three,Neutral,Two,Poor,North America
25/01/2025 19:43,Yes,40 - 49,Male,Financial Analyst,Oil & Gas,4-6 years,Remote,40-49,Oct-19,Two,Low,Depression,No,Decrease,One,Neutral,One,Excellent,Asia
13/01/2025 19:59,Yes,20 - 29,Non-Binary,Designer,Supply Chain ,7-10 years,Remote,20-29,30+,Five,Low,Bipolar Disorder,No,Increase,Four,Satisfied,Two,Average,Asia
12/01/2025 20:04,Yes,30 - 39,Male,Product Manager,Gambling Data,Less than 1 year,On-site,50+,20-29,Four,Low,Depression,No,Increase,Two,Neutral,Five,Poor,Africa
01/02/2025 18:19,Yes,40 - 49,Prefer not to say,Executive Assistant ,Oil & Gas,More than 10 years,Hybrid,50+,20-29,Five,Medium,Depression,Yes,No Change,Three,Very Satisfied,One,Excellent,South America
30/01/2025 16:28,Yes,30 - 39,Non-Binary,Psychiatrist ,Service ,7-10 years,Hybrid,50+,20-29,Three,Medium,None,Yes,No Change,Four,Satisfied,Four,Average,Europe
22/01/2025 03:08,Yes,50 - 59,Non-Binary,Product Manager,Gaming,7-10 years,On-site,50+,Oct-19,Four,High,Burnout,Yes,Decrease,Five,Dissatisfied,Two,Poor,Africa
09/02/2025 12:37,Yes,50 - 59,Prefer not to say,Psychiatrist ,Engineering,4-6 years,Remote,30-39,30+,Three,Low,Depression,Yes,Increase,Two,Very Satisfied,Two,Average,Europe
04/02/2025 08:48,Yes,30 - 39,Prefer not to say,Production Engineer ,Software ,Less than 1 year,Remote,40-49,20-29,Two,Low,Burnout,No,Increase,Four,Neutral,One,Excellent,North America
17/01/2025 19:23,Yes,60+,Non-Binary,IT Support ,Software ,1-3 years,Hybrid,20-29,0-9,Three,Low,Depression,No,No Change,Five,Satisfied,Four,Poor,Asia
09/01/2025 19:31,Yes,50 - 59,Male,Financial Analyst,NGO,7-10 years,On-site,30-39,Oct-19,One,Medium,Burnout,No,Increase,Two,Neutral,Five,Average,Asia
08/01/2025 00:40,Yes,40 - 49,Female,Product Manager,IT,More than 10 years,On-site,50+,0-9,Four,Low,Depression,Yes,Decrease,Two,Neutral,Four,Average,South America
14/01/2025 20:08,Yes,60+,Female,Virtual Assistant ,Oil & Gas,1-3 years,Hybrid,20-29,20-29,Three,Medium,None,No,Decrease,Four,Neutral,Two,Excellent,North America
14/02/2025 03:05,Yes,30 - 39,Prefer not to say,Product Owner ,Gaming,7-10 years,Hybrid,20-29,20-29,Four,Low,Depression,Yes,Increase,Three,Satisfied,Five,Good,Oceania
26/01/2025 16:12,Yes,50 - 59,Prefer not to say,Financial Analyst,Oil & Gas,7-10 years,Hybrid,50+,Oct-19,Three,High,Depression,No,Increase,Four,Satisfied,Two,Excellent,North America
07/01/2025 04:28,Yes,50 - 59,Prefer not to say,Customer Service ,NGO,4-6 years,Hybrid,20-29,30+,Five,High,Anxiety,Yes,Decrease,Five,Dissatisfied,Three,Good,Europe
27/01/2025 13:16,Yes,50 - 59,Non-Binary,Consultant,Hotel Operations ,1-3 years,On-site,20-29,0-9,Four,Low,Depression,No,No Change,Five,Satisfied,One,Good,North America
07/01/2025 12:59,Yes,50 - 59,Non-Binary,Administrator,Manufacturing,More than 10 years,Remote,20-29,20-29,Five,High,Burnout,Yes,No Change,Three,Very Satisfied,Four,Good,Oceania
14/02/2025 09:21,Yes,60+,Prefer not to say,Secretary ,Gaming,7-10 years,On-site,50+,30+,Two,High,Depression,Yes,Decrease,Five,Satisfied,Five,Excellent,Oceania
09/02/2025 12:26,Yes,20 - 29,Male,Midwife,Engineering,1-3 years,On-site,50+,20-29,One,High,Burnout,No,No Change,Two,Very Satisfied,Three,Excellent,Africa
08/01/2025 12:38,Yes,20 - 29,Non-Binary,Product Owner ,Oil & Gas,1-3 years,Hybrid,30-39,Oct-19,Two,High,Anxiety,Yes,Decrease,Two,Neutral,Four,Good,North America
29/01/2025 21:19,Yes,50 - 59,Male,Administrator,Education,1-3 years,On-site,50+,20-29,One,Low,Burnout,Yes,No Change,Five,Neutral,Three,Good,Asia
11/01/2025 14:04,Yes,60+,Female,Financial Analyst,Oil & Gas,More than 10 years,Remote,30-39,30+,Five,High,Burnout,Yes,Decrease,Three,Very Satisfied,Three,Poor,Asia
10/02/2025 04:18,Yes,40 - 49,Male,Physiotherapist ,Retail,7-10 years,On-site,40-49,30+,One,Low,Depression,No,Increase,Two,Very Satisfied,Five,Poor,Asia
31/01/2025 11:36,Yes,30 - 39,Female,Marine Planner ,NGO,1-3 years,Hybrid,50+,0-9,Three,High,Bipolar Disorder,No,Increase,Five,Satisfied,Five,Poor,Africa
13/01/2025 22:19,Yes,40 - 49,Prefer not to say,Social Media Strategists ,NGO,4-6 years,Remote,30-39,20-29,Five,Medium,Anxiety,No,No Change,Five,Dissatisfied,Three,Good,North America
09/02/2025 14:34,Yes,20 - 29,Prefer not to say,CEO,Education,Less than 1 year,On-site,50+,30+,Four,Low,Burnout,No,Decrease,Five,Neutral,Three,Excellent,Europe
29/01/2025 02:46,Yes,40 - 49,Female,Military Personnel ,Health,7-10 years,Remote,30-39,Oct-19,Two,Low,Burnout,Yes,Increase,Four,Neutral,Two,Poor,Asia
25/01/2025 13:33,Yes,20 - 29,Non-Binary,Product Owner ,Writing ,Less than 1 year,Hybrid,20-29,20-29,Four,High,None,Yes,Increase,Two,Neutral,Three,Poor,Africa
14/01/2025 14:21,Yes,20 - 29,Prefer not to say,Banking ,Education,4-6 years,Remote,30-39,30+,Four,High,Burnout,No,Increase,Five,Satisfied,One,Excellent,Europe
24/01/2025 12:45,Yes,40 - 49,Male,Business Analyst,Construction,7-10 years,Hybrid,30-39,0-9,One,High,Anxiety,No,Decrease,Five,Dissatisfied,One,Excellent,Asia
15/02/2025 16:51,Yes,60+,Non-Binary,IT Support,Gaming,More than 10 years,On-site,50+,0-9,Three,Medium,None,Yes,Decrease,One,Very Satisfied,One,Excellent,Asia
04/02/2025 17:57,Yes,60+,Male,Administrator,Publishing ,More than 10 years,On-site,40-49,20-29,Three,Low,Bipolar Disorder,No,No Change,Five,Neutral,Four,Excellent,South America
14/02/2025 06:12,Yes,50 - 59,Prefer not to say,Production Engineer ,Writing ,1-3 years,Remote,50+,Oct-19,One,Low,Bipolar Disorder,No,Decrease,Five,Satisfied,One,Excellent,South America
10/01/2025 18:24,Yes,50 - 59,Female,Social Media Strategists ,Oil & Gas,7-10 years,Hybrid,20-29,0-9,One,Medium,None,No,No Change,Two,Satisfied,Five,Poor,Europe
21/01/2025 22:41,Yes,60+,Male,Customer Service ,Gambling Data,More than 10 years,On-site,50+,Oct-19,Two,High,Burnout,Yes,Increase,One,Neutral,Five,Excellent,Asia
13/01/2025 01:39,Yes,20 - 29,Female,Software Engineer,Oil & Gas,More than 10 years,Remote,50+,20-29,Five,Medium,Bipolar Disorder,Yes,Increase,Five,Neutral,Four,Average,South America
17/01/2025 15:19,Yes,40 - 49,Male,Virtual Assistant ,Government ,7-10 years,On-site,40-49,0-9,Four,Low,Burnout,No,Increase,Two,Neutral,Five,Excellent,Europe
10/02/2025 16:09,Yes,60+,Female,Lifeskill Coach,Publishing ,7-10 years,Remote,30-39,30+,Five,Medium,Burnout,Yes,Increase,Four,Satisfied,Two,Average,Asia
01/01/2025 01:59,Yes,50 - 59,Female,PCC,Gaming,More than 10 years,Hybrid,20-29,30+,One,Medium,Depression,No,No Change,Three,Dissatisfied,Two,Good,Oceania
01/02/2025 02:42,Yes,50 - 59,Female,Marketer,Oil & Gas,More than 10 years,Remote,20-29,20-29,Three,Medium,Anxiety,Yes,Increase,Three,Dissatisfied,One,Average,Oceania
21/01/2025 02:59,Yes,30 - 39,Female,Production Engineer ,NGO,More than 10 years,Remote,30-39,Oct-19,Two,Medium,Burnout,No,Increase,Three,Satisfied,Two,Average,North America
08/02/2025 13:27,Yes,60+,Male,Physiotherapist ,Hotel Operations ,7-10 years,Hybrid,40-49,Oct-19,One,High,None,No,Increase,One,Very Satisfied,Five,Good,North America
11/02/2025 13:28,Yes,50 - 59,Male,Financial Analyst,NGO,4-6 years,Hybrid,50+,20-29,Three,High,Depression,No,No Change,Five,Satisfied,Four,Good,Oceania
12/02/2025 05:53,Yes,60+,Prefer not to say,HR,Human Services,More than 10 years,Remote,30-39,30+,Four,Low,Burnout,No,Increase,Two,Satisfied,Two,Excellent,Europe
08/02/2025 03:42,Yes,40 - 49,Female,Social Media Strategists ,Oil & Gas,More than 10 years,On-site,40-49,30+,Four,Low,None,No,No Change,Three,Dissatisfied,One,Excellent,South America
02/02/2025 18:19,Yes,60+,Non-Binary,IT Support,Human Services,7-10 years,Hybrid,50+,Oct-19,Two,Medium,Depression,Yes,No Change,Two,Very Satisfied,Five,Poor,Oceania
02/01/2025 19:04,Yes,30 - 39,Male,Executive Assistant ,Finance,7-10 years,Hybrid,40-49,30+,Four,Medium,Burnout,Yes,Increase,One,Very Satisfied,One,Good,South America
28/01/2025 03:42,Yes,20 - 29,Female,Product Owner ,Security ,1-3 years,Hybrid,30-39,0-9,One,Medium,Depression,No,No Change,Four,Very Satisfied,Four,Average,Africa
07/02/2025 01:14,Yes,20 - 29,Non-Binary,CEO,Oil & Gas,7-10 years,Remote,50+,0-9,One,Low,Bipolar Disorder,Yes,Decrease,Five,Neutral,Four,Poor,Oceania
02/02/2025 20:08,Yes,30 - 39,Male,Lecturing,Oil & Gas,4-6 years,On-site,20-29,0-9,Three,Low,Depression,Yes,No Change,One,Satisfied,Three,Good,North America
11/01/2025 20:23,Yes,40 - 49,Prefer not to say,Secretary ,Oil & Gas,7-10 years,On-site,50+,30+,Three,Low,Bipolar Disorder,Yes,Decrease,Three,Dissatisfied,One,Poor,Asia
10/02/2025 11:12,Yes,20 - 29,Non-Binary,Materials Coordinator ,Finance,1-3 years,Remote,40-49,30+,One,High,Depression,Yes,Increase,Three,Neutral,Three,Poor,Oceania
13/01/2025 12:00,Yes,20 - 29,Non-Binary,Teacher ,Writing ,Less than 1 year,Hybrid,40-49,0-9,Five,Low,Burnout,Yes,Increase,Three,Satisfied,Five,Average,North America
31/01/2025 23:49,Yes,30 - 39,Female,Administrator,Retail,1-3 years,Hybrid,40-49,0-9,Four,High,Burnout,Yes,Decrease,Five,Satisfied,Three,Average,Asia
15/01/2025 09:32,Yes,20 - 29,Female,Psychiatrist ,Media,More than 10 years,On-site,50+,20-29,Two,High,Bipolar Disorder,No,Decrease,Four,Dissatisfied,Four,Average,Asia
05/02/2025 04:00,Yes,30 - 39,Male,Customer Service ,Service ,1-3 years,Remote,20-29,Oct-19,Five,Low,Anxiety,Yes,Decrease,Four,Satisfied,Five,Poor,North America
12/02/2025 02:26,Yes,30 - 39,Non-Binary,Midwife,Human Services,More than 10 years,Remote,40-49,20-29,Two,Low,Burnout,Yes,Increase,One,Neutral,Three,Excellent,North America
11/01/2025 07:28,Yes,40 - 49,Female,Financial Analyst,Self employed ,4-6 years,Hybrid,30-39,20-29,One,Medium,Bipolar Disorder,No,No Change,Four,Satisfied,One,Excellent,North America
11/02/2025 04:40,Yes,20 - 29,Female,Technical Writing ,Oil & Gas,More than 10 years,Hybrid,30-39,Oct-19,One,Low,Anxiety,Yes,Increase,Five,Neutral,One,Poor,North America
11/01/2025 06:37,Yes,30 - 39,Male,Virtual Assistant ,NGO,1-3 years,On-site,50+,0-9,Four,High,Anxiety,No,Decrease,Two,Satisfied,Four,Good,North America
11/01/2025 23:36,Yes,40 - 49,Male,IT Support,Oil & Gas,Less than 1 year,Hybrid,30-39,0-9,One,High,Bipolar Disorder,No,No Change,Two,Neutral,Three,Average,South America
03/01/2025 01:14,Yes,30 - 39,Male,Medical Doctor,Oil & Gas,4-6 years,On-site,20-29,0-9,Two,Low,Depression,No,Decrease,Two,Satisfied,One,Average,Asia
08/01/2025 16:11,Yes,40 - 49,Non-Binary,Financial Analyst,Supply Chain ,4-6 years,On-site,40-49,30+,Three,Low,None,Yes,Increase,Three,Dissatisfied,Two,Good,South America
25/01/2025 13:35,Yes,20 - 29,Non-Binary,Process Engineer ,Oil & Gas,Less than 1 year,Hybrid,50+,0-9,Five,Low,Depression,Yes,Decrease,Three,Neutral,Four,Good,Europe
11/01/2025 09:02,Yes,50 - 59,Non-Binary,Teacher,Supply Chain ,4-6 years,On-site,40-49,Oct-19,Two,High,None,Yes,Decrease,Three,Dissatisfied,Two,Poor,Oceania
01/02/2025 07:21,Yes,40 - 49,Female,Customer Service ,Government ,1-3 years,Hybrid,50+,Oct-19,Five,Medium,Depression,No,Increase,Two,Satisfied,Three,Excellent,Africa
14/01/2025 11:10,Yes,30 - 39,Female,Virtual Assistant ,Legal ,4-6 years,Hybrid,20-29,20-29,Five,Medium,Burnout,No,Decrease,Three,Neutral,Five,Poor,Africa
15/01/2025 04:53,Yes,20 - 29,Male,IT Support ,Gaming,More than 10 years,Remote,50+,30+,Two,Medium,None,No,No Change,One,Satisfied,Two,Average,Europe
03/02/2025 16:06,Yes,50 - 59,Non-Binary,Physiotherapist ,Gaming,Less than 1 year,Hybrid,50+,Oct-19,Five,High,Bipolar Disorder,No,Increase,Two,Very Satisfied,Two,Good,Asia
04/02/2025 17:00,Yes,50 - 59,Prefer not to say,Process Engineer ,Supply Chain ,Less than 1 year,Remote,30-39,30+,Two,Low,Burnout,Yes,Decrease,Two,Very Satisfied,One,Poor,Asia
07/01/2025 05:36,Yes,30 - 39,Female,Materials Coordinator ,Hotel Operations ,1-3 years,On-site,20-29,30+,Four,Medium,Anxiety,Yes,Increase,Two,Neutral,Five,Poor,North America
31/01/2025 08:53,Yes,50 - 59,Prefer not to say,Customer Service ,Oil & Gas,4-6 years,Hybrid,20-29,30+,Four,Low,Anxiety,Yes,Decrease,Five,Very Satisfied,Five,Average,South America
17/01/2025 20:23,Yes,30 - 39,Male,HSE Officer ,Technology ,Less than 1 year,Hybrid,50+,20-29,Three,Medium,Depression,Yes,Increase,Five,Very Satisfied,One,Poor,South America
19/01/2025 05:08,Yes,60+,Female,Administrator,Education,7-10 years,Hybrid,20-29,20-29,Five,High,Depression,Yes,No Change,Three,Satisfied,Two,Excellent,North America
09/01/2025 16:43,Yes,30 - 39,Female,Business Analyst,Finance,7-10 years,Remote,50+,30+,One,High,Anxiety,Yes,No Change,Five,Dissatisfied,Three,Average,Europe
12/02/2025 05:02,Yes,20 - 29,Female,Medical Doctor,NGO,4-6 years,On-site,30-39,Oct-19,Three,Medium,None,No,No Change,Two,Dissatisfied,Five,Average,Africa
06/02/2025 01:12,Yes,40 - 49,Male,Production Engineer ,Gaming,More than 10 years,On-site,40-49,30+,Three,Medium,Bipolar Disorder,No,No Change,Two,Satisfied,Two,Poor,South America
12/01/2025 22:53,Yes,60+,Prefer not to say,Process Engineer ,IT,Less than 1 year,Remote,40-49,20-29,Four,Low,Bipolar Disorder,Yes,Increase,Two,Neutral,Three,Good,Oceania
01/02/2025 18:30,Yes,60+,Non-Binary,IT Support ,Oil & Gas,4-6 years,Remote,50+,20-29,Five,High,None,Yes,No Change,Two,Very Satisfied,Four,Good,South America
11/01/2025 07:31,Yes,30 - 39,Prefer not to say,Teacher ,Gaming,More than 10 years,Remote,20-29,20-29,Two,High,Depression,No,Decrease,One,Satisfied,Four,Good,Oceania
02/01/2025 04:42,Yes,40 - 49,Female,Teacher,Legal ,4-6 years,On-site,40-49,30+,Four,Low,Burnout,No,No Change,One,Dissatisfied,Two,Excellent,Europe
13/02/2025 15:00,Yes,50 - 59,Non-Binary,Virtual Assistant ,Health,1-3 years,On-site,30-39,Oct-19,One,Low,Anxiety,No,Increase,Two,Very Satisfied,One,Average,North America
24/01/2025 15:36,Yes,40 - 49,Non-Binary,Journalist ,Oil & Gas,1-3 years,On-site,30-39,30+,Five,High,Burnout,No,No Change,One,Neutral,One,Average,Africa
25/01/2025 02:47,Yes,40 - 49,Non-Binary,Marketer,Human Services,7-10 years,Hybrid,40-49,30+,Three,Low,Anxiety,Yes,Decrease,Five,Very Satisfied,Two,Poor,Africa
14/02/2025 05:54,Yes,40 - 49,Prefer not to say,Process Engineer ,Engineering,Less than 1 year,Hybrid,20-29,Oct-19,Four,Low,Anxiety,Yes,No Change,Five,Dissatisfied,One,Average,Africa
31/01/2025 22:29,Yes,50 - 59,Non-Binary,Lecturing,Supply Chain ,1-3 years,Hybrid,40-49,20-29,Three,Medium,Anxiety,Yes,Increase,Five,Very Satisfied,Four,Poor,Oceania
07/01/2025 19:17,Yes,40 - 49,Male,Journalist ,Construction,7-10 years,Hybrid,40-49,Oct-19,Two,Low,Depression,No,Decrease,Four,Very Satisfied,One,Poor,North America
15/02/2025 04:37,Yes,50 - 59,Male,Secretary ,Oil & Gas,7-10 years,Remote,30-39,20-29,Two,Low,Burnout,No,No Change,Three,Very Satisfied,Two,Excellent,North America
11/01/2025 02:38,Yes,50 - 59,Non-Binary,Medical Doctor,Human Services,4-6 years,Remote,40-49,Oct-19,Four,High,Burnout,Yes,Increase,Five,Neutral,Two,Good,Oceania
18/01/2025 04:52,Yes,30 - 39,Prefer not to say,Technical Manager,NGO,4-6 years,On-site,50+,Oct-19,Four,High,Bipolar Disorder,Yes,Decrease,One,Satisfied,Four,Average,Africa
29/01/2025 15:26,Yes,30 - 39,Prefer not to say,Consultant,Supply Chain ,4-6 years,On-site,40-49,20-29,One,Low,Anxiety,No,Decrease,Four,Dissatisfied,One,Poor,South America
21/01/2025 12:26,Yes,60+,Non-Binary,IT Support ,Gaming,More than 10 years,Hybrid,50+,0-9,Five,Medium,None,No,Increase,Three,Neutral,Five,Excellent,Oceania
30/01/2025 10:18,Yes,20 - 29,Non-Binary,Banking ,Writing ,4-6 years,Remote,20-29,20-29,Five,Low,Bipolar Disorder,Yes,Increase,Two,Neutral,Two,Average,Africa
29/01/2025 17:53,Yes,20 - 29,Prefer not to say,Technical Manager,Service ,1-3 years,On-site,30-39,30+,One,Low,Burnout,No,Increase,Three,Dissatisfied,Three,Average,North America
09/01/2025 20:16,Yes,40 - 49,Female,Technical Writing ,Construction,4-6 years,Remote,20-29,30+,Four,Low,Anxiety,No,Decrease,Five,Very Satisfied,Four,Good,Europe
13/01/2025 17:53,Yes,50 - 59,Male,Product Manager,NGO,4-6 years,Remote,40-49,0-9,Four,Low,Bipolar Disorder,Yes,No Change,One,Dissatisfied,Two,Poor,Africa
03/01/2025 06:13,Yes,20 - 29,Male,Aluminum ,Government ,More than 10 years,Remote,40-49,20-29,Two,High,Anxiety,No,Decrease,Three,Satisfied,Three,Excellent,Oceania
05/02/2025 13:19,Yes,30 - 39,Non-Binary,Devops Engineer ,Supply Chain ,1-3 years,Hybrid,50+,0-9,Five,Medium,Depression,No,No Change,Five,Neutral,Four,Good,Asia
08/01/2025 07:59,Yes,60+,Female,PCC,Software ,4-6 years,Hybrid,50+,0-9,Two,Medium,Anxiety,No,Decrease,Three,Dissatisfied,Three,Excellent,Oceania
15/02/2025 14:35,Yes,60+,Non-Binary,IT Support,Supply Chain ,More than 10 years,On-site,50+,30+,Two,Medium,Anxiety,No,No Change,Four,Neutral,Five,Excellent,Oceania
01/01/2025 15:16,Yes,40 - 49,Prefer not to say,Physiotherapist ,Retail,7-10 years,On-site,50+,20-29,Four,High,Anxiety,Yes,No Change,Four,Very Satisfied,Three,Poor,South America
10/01/2025 17:15,Yes,50 - 59,Female,Devops Engineer ,Gaming,1-3 years,Hybrid,20-29,0-9,Four,Low,Burnout,Yes,Decrease,Four,Dissatisfied,Two,Average,Asia
03/02/2025 20:29,Yes,30 - 39,Female,Materials Coordinator ,NGO,7-10 years,Remote,50+,20-29,Four,Medium,Bipolar Disorder,Yes,No Change,One,Neutral,Two,Poor,Africa
12/02/2025 17:13,Yes,60+,Prefer not to say,Administrator,Legal ,4-6 years,On-site,50+,30+,Three,High,Bipolar Disorder,No,No Change,Two,Very Satisfied,Four,Good,Europe
04/01/2025 14:43,Yes,40 - 49,Female,Compliance Analyst,Oil & Gas,Less than 1 year,Remote,20-29,0-9,Two,Medium,Depression,Yes,Increase,One,Neutral,Two,Good,Europe
13/02/2025 05:58,Yes,30 - 39,Non-Binary,Business Analyst,Security ,7-10 years,On-site,30-39,20-29,One,Medium,Burnout,No,Decrease,Two,Satisfied,Four,Good,North America
04/02/2025 20:01,Yes,60+,Non-Binary,Teacher,Finance,7-10 years,Hybrid,20-29,20-29,Five,Medium,Burnout,Yes,No Change,One,Dissatisfied,Four,Average,Oceania
10/02/2025 12:55,Yes,50 - 59,Male,Marketer,Oil & Gas,More than 10 years,Hybrid,50+,20-29,Three,High,Anxiety,No,No Change,Three,Neutral,Four,Excellent,Oceania
01/01/2025 17:00,Yes,30 - 39,Non-Binary,Project Manager,Service ,7-10 years,Remote,40-49,Oct-19,One,Medium,Anxiety,No,Increase,One,Satisfied,Three,Good,Oceania
25/01/2025 06:47,Yes,20 - 29,Female,Product Manager,Publishing ,1-3 years,On-site,40-49,20-29,One,Low,Anxiety,No,Decrease,Five,Dissatisfied,Three,Average,Africa
09/02/2025 21:14,Yes,60+,Prefer not to say,Customer Service ,Oil & Gas,More than 10 years,Hybrid,40-49,0-9,Five,High,Bipolar Disorder,No,Increase,Three,Dissatisfied,Three,Good,Africa
25/01/2025 14:08,Yes,40 - 49,Non-Binary,Marketer,Hotel Operations ,4-6 years,Hybrid,30-39,0-9,One,Low,None,Yes,Increase,Four,Very Satisfied,Two,Poor,Oceania
27/01/2025 05:20,Yes,30 - 39,Non-Binary,Aluminum ,Oil & Gas,7-10 years,On-site,50+,0-9,Five,High,Anxiety,Yes,No Change,Two,Dissatisfied,Four,Excellent,Oceania
28/01/2025 15:21,Yes,20 - 29,Non-Binary,Communicator,Manufacturing,1-3 years,On-site,20-29,30+,Five,Medium,Burnout,Yes,Increase,Four,Very Satisfied,Five,Average,South America
24/01/2025 11:45,Yes,20 - 29,Non-Binary,Customer Service ,Education,7-10 years,On-site,50+,30+,Five,High,Anxiety,No,Decrease,Four,Very Satisfied,Two,Average,Africa
30/01/2025 13:31,Yes,30 - 39,Prefer not to say,Marketer,Human Services,4-6 years,On-site,50+,30+,Two,High,Anxiety,Yes,Increase,Five,Neutral,Two,Poor,South America
06/02/2025 05:16,Yes,30 - 39,Prefer not to say,Administrator,NGO,Less than 1 year,On-site,50+,30+,One,Low,Burnout,No,Decrease,Three,Very Satisfied,Two,Good,South America
